transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,Product_Subcategory,product_type
87501,5/7/23,2:50:27 PM,2,3,Chennai,16,700,Cake,Chocolate Cream Cake,Black Forest (1Kg)
121686,6/7/23,2:50:27 PM,2,3,Chennai,16,700,Cake,Chocolate Cream Cake,Black Forest (1Kg)
167686,8/2/23,2:50:27 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
184045,9/2/23,2:50:27 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
186834,9/6/23,2:50:27 PM,1,3,Chennai,20,24,Puff,Sweet Puff,Coconut Ball
149243,6/30/23,2:21:59 PM,1,5,Erode,20,24,Puff,Sweet Puff,Coconut Ball
6001,1/11/23,2:22:00 PM,2,8,Coimbatore,20,24,Puff,Sweet Puff,Coconut Ball
23484,2/11/23,2:22:00 PM,2,8,Coimbatore,20,24,Puff,Sweet Puff,Coconut Ball
64025,4/11/23,2:22:00 PM,2,8,Coimbatore,20,24,Puff,Sweet Puff,Coconut Ball
92044,5/11/23,2:22:00 PM,2,8,Coimbatore,20,24,Puff,Sweet Puff,Coconut Ball
126599,6/11/23,2:22:00 PM,2,8,Coimbatore,20,24,Puff,Sweet Puff,Coconut Ball
172742,8/11/23,2:22:00 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
172743,8/11/23,2:22:00 PM,1,8,Coimbatore,4,150,Cake,Flavoured Cake,Plum Cake
184597,9/3/23,2:22:00 PM,2,5,Erode,20,24,Puff,Sweet Puff,Coconut Ball
184598,9/3/23,2:22:00 PM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
189101,9/9/23,2:22:00 PM,1,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
210093,1/11/23,2:22:00 PM,2,8,Coimbatore,20,24,Puff,Sweet Puff,Coconut Ball
220906,2/11/23,2:22:00 PM,2,8,Coimbatore,20,24,Puff,Sweet Puff,Coconut Ball
246016,4/11/23,2:22:00 PM,2,8,Coimbatore,20,24,Puff,Sweet Puff,Coconut Ball
263407,5/11/23,2:22:00 PM,2,8,Coimbatore,20,24,Puff,Sweet Puff,Coconut Ball
2012,1/4/23,2:22:02 PM,2,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
84215,5/4/23,2:22:02 PM,2,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
118173,6/4/23,2:22:02 PM,2,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
168782,8/4/23,2:22:02 PM,1,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
207559,1/4/23,2:22:02 PM,2,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
258499,5/4/23,2:22:02 PM,2,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
36822,3/5/23,2:22:21 PM,1,5,Erode,22,20,Puff,Savory Puff,Veg Puff
36823,3/5/23,2:22:21 PM,1,5,Erode,2,59,Cake,Cup Cake,Choco Lava
58717,4/5/23,2:22:21 PM,1,5,Erode,22,20,Puff,Savory Puff,Veg Puff
58718,4/5/23,2:22:21 PM,1,5,Erode,2,59,Cake,Cup Cake,Choco Lava
85274,5/5/23,2:22:21 PM,1,5,Erode,22,20,Puff,Savory Puff,Veg Puff
85275,5/5/23,2:22:21 PM,1,5,Erode,2,59,Cake,Cup Cake,Choco Lava
119315,6/5/23,2:22:21 PM,1,5,Erode,22,20,Puff,Savory Puff,Veg Puff
119316,6/5/23,2:22:21 PM,1,5,Erode,2,59,Cake,Cup Cake,Choco Lava
229161,3/5/23,2:22:21 PM,1,5,Erode,22,20,Puff,Savory Puff,Veg Puff
242707,4/5/23,2:22:21 PM,1,5,Erode,22,20,Puff,Savory Puff,Veg Puff
259182,5/5/23,2:22:21 PM,1,5,Erode,22,20,Puff,Savory Puff,Veg Puff
9038,1/16/23,2:22:25 PM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
17676,2/1/23,2:22:25 PM,2,5,Erode,11,53,Cookies,Filled Cookies,Peanut Cookies
34139,3/1/23,2:22:25 PM,2,5,Erode,11,53,Cookies,Filled Cookies,Peanut Cookies
52369,3/27/23,2:22:25 PM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
52370,3/27/23,2:22:25 PM,2,8,Coimbatore,15,350,Cake,Chocolate Cream Cake,Black Forest (1/2 Kg)
55517,4/1/23,2:22:25 PM,2,5,Erode,11,53,Cookies,Filled Cookies,Peanut Cookies
68462,4/16/23,2:22:25 PM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
81057,5/1/23,2:22:25 PM,2,5,Erode,11,53,Cookies,Filled Cookies,Peanut Cookies
97641,5/16/23,2:22:25 PM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
109821,5/27/23,2:22:25 PM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
109822,5/27/23,2:22:25 PM,2,8,Coimbatore,15,350,Cake,Chocolate Cream Cake,Black Forest (1/2 Kg)
114727,6/1/23,2:22:25 PM,2,5,Erode,11,53,Cookies,Filled Cookies,Peanut Cookies
132787,6/16/23,2:22:25 PM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
145970,6/27/23,2:22:25 PM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
145971,6/27/23,2:22:25 PM,2,8,Coimbatore,15,350,Cake,Chocolate Cream Cake,Black Forest (1/2 Kg)
175779,8/16/23,2:22:25 PM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
211890,1/16/23,2:22:25 PM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
248660,4/16/23,2:22:25 PM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
266778,5/16/23,2:22:25 PM,1,8,Coimbatore,26,28,Rusk,Savory Rusk,Soup Stick Rusk
36182,3/4/23,2:42:20 PM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
81173,3/4/23,4:35:15 PM,2,3,Chennai,26,28,Rusk,Savory Rusk,Soup Stick Rusk
114858,4/4/23,4:35:15 PM,2,3,Chennai,26,28,Rusk,Savory Rusk,Soup Stick Rusk
256474,5/4/23,4:35:15 PM,2,3,Chennai,26,28,Rusk,Savory Rusk,Soup Stick Rusk
32444,3/4/23,4:35:19 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
51676,4/4/23,4:35:19 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
51677,5/4/23,4:35:19 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
77057,1/2/23,4:35:19 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
108722,2/2/23,4:35:19 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
108723,3/2/23,4:35:19 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
144788,4/2/23,4:35:19 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
144789,5/2/23,4:35:19 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
968,6/2/23,4:35:22 PM,1,3,Chennai,27,33,Rusk,Healthy Rusk,Wheat Rusk
969,7/2/23,4:35:22 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
18295,7/9/23,4:35:22 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
34858,8/7/23,4:35:22 PM,1,3,Chennai,27,33,Rusk,Healthy Rusk,Wheat Rusk
34859,1/2/23,4:35:22 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
56401,2/2/23,4:35:22 PM,1,3,Chennai,27,33,Rusk,Healthy Rusk,Wheat Rusk
56402,3/2/23,4:35:22 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
82201,4/2/23,4:35:22 PM,1,3,Chennai,27,33,Rusk,Healthy Rusk,Wheat Rusk
115972,5/2/23,4:35:22 PM,1,3,Chennai,27,33,Rusk,Healthy Rusk,Wheat Rusk
115973,7/5/23,4:35:22 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
184098,1/3/23,4:35:22 PM,1,3,Chennai,3,60,Cake,Cup Cake,Plain Cup Cake
206883,5/3/23,4:35:22 PM,1,3,Chennai,27,33,Rusk,Healthy Rusk,Wheat Rusk
206884,1/7/23,4:35:22 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
217595,3/7/23,4:35:22 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
226295,4/7/23,4:35:22 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
227848,5/7/23,4:35:22 PM,1,3,Chennai,27,33,Rusk,Healthy Rusk,Wheat Rusk
227849,6/7/23,4:35:22 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
238231,3/27/23,4:35:22 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
238232,5/27/23,4:35:22 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
241186,6/27/23,4:35:22 PM,1,3,Chennai,27,33,Rusk,Healthy Rusk,Wheat Rusk
241187,3/4/23,4:35:22 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
253875,4/4/23,4:35:22 PM,2,3,Chennai,22,20,Puff,Savory Puff,Veg Puff
257156,6/4/23,4:35:22 PM,1,3,Chennai,27,33,Rusk,Healthy Rusk,Wheat Rusk
173936,7/5/23,4:38:49 PM,1,3,Chennai,5,38,Bread,Whole Wheat Bread,Brown Bread
163263,3/4/23,4:38:53 PM,1,3,Chennai,3,60,Cake,Cup Cake,Plain Cup Cake
178092,4/4/23,4:38:53 PM,1,3,Chennai,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
10201,1/3/23,4:42:59 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
10202,1/3/23,4:42:59 PM,1,3,Chennai,2,59,Cake,Cup Cake,Choco Lava
70210,5/3/23,4:42:59 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
70211,5/3/23,4:42:59 PM,1,3,Chennai,2,59,Cake,Cup Cake,Choco Lava
99928,8/3/23,4:42:59 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
99929,8/3/23,4:42:59 PM,1,3,Chennai,2,59,Cake,Cup Cake,Choco Lava
135251,9/9/23,4:42:59 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
135252,9/3/23,4:42:59 PM,1,3,Chennai,2,59,Cake,Cup Cake,Choco Lava
212603,2/20/23,4:42:59 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
249713,3/20/23,4:42:59 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
268154,5/20/23,4:42:59 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
180383,7/25/23,4:46:26 PM,1,3,Chennai,11,53,Cookies,Filled Cookies,Peanut Cookies
14789,7/6/23,4:46:27 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
144803,7/1/23,4:46:27 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
215394,1/7/23,4:46:27 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
15843,4/7/23,4:46:28 PM,2,3,Chennai,26,28,Rusk,Savory Rusk,Soup Stick Rusk
15844,5/7/23,4:46:28 PM,1,3,Chennai,2,59,Cake,Cup Cake,Choco Lava
110890,6/7/23,4:46:28 PM,2,3,Chennai,26,28,Rusk,Savory Rusk,Soup Stick Rusk
110891,8/2/23,4:46:28 PM,1,3,Chennai,2,59,Cake,Cup Cake,Choco Lava
147126,9/2/23,4:46:28 PM,2,3,Chennai,26,28,Rusk,Savory Rusk,Soup Stick Rusk
147127,9/6/23,4:46:28 PM,1,3,Chennai,2,59,Cake,Cup Cake,Choco Lava
216051,6/30/23,4:46:28 PM,2,3,Chennai,26,28,Rusk,Savory Rusk,Soup Stick Rusk
30689,6/30/23,4:46:31 PM,2,3,Chennai,11,53,Cookies,Filled Cookies,Peanut Cookies
74413,1/11/23,4:46:31 PM,2,3,Chennai,11,53,Cookies,Filled Cookies,Peanut Cookies
105505,1/11/23,4:46:31 PM,2,3,Chennai,11,53,Cookies,Filled Cookies,Peanut Cookies
13644,2/11/23,4:46:32 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
31301,2/11/23,4:46:32 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
106619,4/11/23,4:46:32 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
142438,4/11/23,4:46:32 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
180385,5/11/23,4:46:32 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
214669,5/11/23,4:46:32 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
225592,6/11/23,4:46:32 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
272215,6/11/23,4:46:32 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
84323,8/11/23,4:46:34 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
118294,8/11/23,4:46:34 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
258578,9/3/23,4:46:34 PM,1,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
11356,9/3/23,4:46:40 PM,1,3,Chennai,27,33,Rusk,Healthy Rusk,Wheat Rusk
11357,9/9/23,4:46:40 PM,1,3,Chennai,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
137785,1/11/23,4:46:40 PM,1,3,Chennai,27,33,Rusk,Healthy Rusk,Wheat Rusk
137786,1/11/23,4:46:40 PM,1,3,Chennai,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
213272,2/11/23,4:46:40 PM,1,3,Chennai,27,33,Rusk,Healthy Rusk,Wheat Rusk
17283,2/11/23,4:46:41 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
24098,4/11/23,4:46:41 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
93118,4/11/23,4:46:41 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
127802,5/11/23,4:46:41 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
149303,5/11/23,4:46:41 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
183084,1/4/23,4:46:41 PM,1,3,Chennai,16,700,Cake,Chocolate Cream Cake,Black Forest (1Kg)
216927,5/4/23,4:46:41 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
221283,6/4/23,4:46:41 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
264050,8/4/23,4:46:41 PM,2,3,Chennai,1,65,Cake,Flavoured Cake,American Brownie
53030,1/4/23,4:46:54 PM,1,3,Chennai,20,24,Puff,Sweet Puff,Coconut Ball
110892,5/4/23,4:46:54 PM,1,3,Chennai,20,24,Puff,Sweet Puff,Coconut Ball
239076,3/5/23,4:46:54 PM,1,3,Chennai,20,24,Puff,Sweet Puff,Coconut Ball
394,3/5/23,4:35:11 PM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
114857,4/5/23,4:35:11 PM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
167164,4/5/23,4:35:11 PM,1,5,Erode,3,60,Cake,Cup Cake,Plain Cup Cake
183523,5/5/23,4:35:11 PM,2,5,Erode,3,60,Cake,Cup Cake,Plain Cup Cake
9621,5/5/23,4:35:19 PM,1,5,Erode,21,27,Puff,Savory Puff,Egg Puff
45425,6/5/23,4:35:19 PM,1,5,Erode,21,27,Puff,Savory Puff,Egg Puff
161102,6/5/23,4:35:19 PM,2,5,Erode,3,60,Cake,Cup Cake,Plain Cup Cake
176362,7/6/23,4:35:19 PM,1,5,Erode,1,65,Cake,Flavoured Cake,American Brownie
212253,3/5/23,4:35:19 PM,1,5,Erode,21,27,Puff,Savory Puff,Egg Puff
234446,4/5/23,4:35:19 PM,1,5,Erode,21,27,Puff,Savory Puff,Egg Puff
10196,5/5/23,4:35:21 PM,1,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
135243,1/16/23,4:35:21 PM,1,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
176937,2/1/23,4:35:21 PM,2,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
212600,2/1/23,4:35:21 PM,1,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
150585,3/1/23,4:35:22 PM,1,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
150586,3/1/23,4:35:22 PM,2,8,Coimbatore,20,24,Puff,Sweet Puff,Coconut Ball
167738,3/27/23,4:35:22 PM,2,5,Erode,16,700,Cake,Chocolate Cream Cake,Black Forest (1Kg)
167739,3/27/23,4:35:22 PM,1,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
184097,4/1/23,4:35:22 PM,1,5,Erode,22,20,Puff,Savory Puff,Veg Puff
7195,4/1/23,4:38:49 PM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
7196,4/16/23,4:38:49 PM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
24708,5/1/23,4:38:49 PM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
24709,5/1/23,4:38:49 PM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
65793,5/16/23,4:38:49 PM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
65794,5/27/23,4:38:49 PM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
94255,5/27/23,4:38:49 PM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
94256,6/1/23,4:38:49 PM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
173937,6/1/23,4:38:49 PM,2,8,Coimbatore,21,27,Puff,Savory Puff,Egg Puff
11351,6/16/23,4:38:53 PM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
28989,6/27/23,4:38:53 PM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
47586,6/27/23,4:38:53 PM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
137776,8/16/23,4:38:53 PM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
213269,1/16/23,4:38:53 PM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
224177,2/1/23,4:38:53 PM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
235735,3/1/23,4:38:53 PM,1,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
7198,4/1/23,4:40:46 PM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
19475,4/16/23,4:40:46 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
36239,5/1/23,4:40:46 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
42553,5/16/23,4:40:46 PM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
57992,3/4/23,4:40:46 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
84316,5/4/23,4:40:46 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
94264,5/13/23,4:40:46 PM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
118288,6/4/23,4:40:46 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
151966,7/5/23,4:40:46 PM,2,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
158230,7/16/23,4:40:46 PM,1,5,Erode,20,24,Puff,Sweet Puff,Coconut Ball
173939,8/13/23,4:40:46 PM,2,5,Erode,15,350,Cake,Chocolate Cream Cake,Black Forest (1/2 Kg)
210810,1/13/23,4:40:46 PM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
218389,2/4/23,4:40:46 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
228778,3/4/23,4:40:46 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
232683,3/13/23,4:40:46 PM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
242245,4/4/23,4:40:46 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
258573,5/4/23,4:40:46 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
264748,5/13/23,4:40:46 PM,1,5,Erode,27,33,Rusk,Healthy Rusk,Wheat Rusk
7199,1/13/23,4:40:54 PM,1,8,Coimbatore,11,53,Cookies,Filled Cookies,Peanut Cookies
94265,5/13/23,4:40:54 PM,1,8,Coimbatore,11,53,Cookies,Filled Cookies,Peanut Cookies
129081,6/13/23,4:40:54 PM,1,8,Coimbatore,11,53,Cookies,Filled Cookies,Peanut Cookies
173940,8/13/23,4:40:54 PM,1,8,Coimbatore,11,53,Cookies,Filled Cookies,Peanut Cookies
31300,2/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
50315,3/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
75311,4/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
106612,5/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
142432,6/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
165992,7/30/23,4:42:59 PM,1,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
176942,8/18/23,4:42:59 PM,1,8,Coimbatore,2,59,Cake,Cup Cake,Choco Lava
176943,8/18/23,4:42:59 PM,2,8,Coimbatore,27,33,Rusk,Healthy Rusk,Wheat Rusk
206174,2/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
206182,3/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
206197,4/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
206218,5/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
206235,6/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
225591,2/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
237393,3/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
252804,4/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
272210,5/24/23,4:42:59 PM,1,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
82214,5/2/23,4:43:00 PM,2,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
115992,6/2/23,4:43:00 PM,2,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
206201,5/2/23,4:43:00 PM,2,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
206223,6/2/23,4:43:00 PM,2,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
257166,5/2/23,4:43:00 PM,2,8,Coimbatore,22,20,Puff,Savory Puff,Veg Puff
13642,1/24/23,4:46:26 PM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
13643,1/24/23,4:46:26 PM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
106617,5/24/23,4:46:26 PM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
106618,5/24/23,4:46:26 PM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
142436,6/24/23,4:46:26 PM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
142437,6/24/23,4:46:26 PM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
180384,8/24/23,4:46:26 PM,1,8,Coimbatore,21,27,Puff,Savory Puff,Egg Puff
204080,8/31/23,4:46:26 PM,2,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
204080,8/31/23,4:46:26 PM,2,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
204081,8/31/23,4:46:26 PM,1,8,Coimbatore,16,700,Cake,Chocolate Cream Cake,Black Forest (1Kg)
204081,8/31/23,4:46:26 PM,1,8,Coimbatore,16,700,Cake,Chocolate Cream Cake,Black Forest (1Kg)
214668,1/24/23,4:46:26 PM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
272214,5/24/23,4:46:26 PM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
181530,8/26/23,4:46:27 PM,1,5,Erode,16,700,Cake,Chocolate Cream Cake,Black Forest (1Kg)
181531,8/26/23,4:46:27 PM,1,5,Erode,16,700,Cake,Chocolate Cream Cake,Black Forest (1Kg)
182584,8/27/23,4:46:28 PM,1,8,Coimbatore,3,60,Cake,Cup Cake,Plain Cup Cake
182585,8/27/23,4:46:28 PM,2,5,Erode,26,28,Rusk,Savory Rusk,Soup Stick Rusk
5504,1/10/23,4:46:32 PM,2,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
22951,2/10/23,4:46:32 PM,2,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
40457,3/10/23,4:46:32 PM,2,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
80313,4/30/23,4:46:32 PM,2,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
156134,7/13/23,4:46:32 PM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
172245,8/10/23,4:46:32 PM,1,5,Erode,19,33,Puff,Savory Puff,Chicken Puff
188604,9/9/23,4:46:32 PM,1,5,Erode,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
204082,8/31/23,4:46:32 PM,1,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
204082,8/31/23,4:46:32 PM,1,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
209785,1/10/23,4:46:32 PM,2,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
220565,2/10/23,4:46:32 PM,2,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
231433,3/10/23,4:46:32 PM,2,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
255905,4/30/23,4:46:32 PM,2,5,Erode,5,38,Bread,Whole Wheat Bread,Brown Bread
34222,3/1/23,4:46:36 PM,1,8,Coimbatore,21,27,Puff,Savory Puff,Egg Puff
149949,7/1/23,4:46:36 PM,2,5,Erode,22,20,Puff,Savory Puff,Veg Puff
227426,3/1/23,4:46:36 PM,1,8,Coimbatore,21,27,Puff,Savory Puff,Egg Puff
178097,8/20/23,4:46:40 PM,1,8,Coimbatore,1,65,Cake,Flavoured Cake,American Brownie
178098,8/20/23,4:46:40 PM,2,5,Erode,11,53,Cookies,Filled Cookies,Peanut Cookies
54304,3/30/23,4:46:45 PM,2,8,Coimbatore,5,38,Bread,Whole Wheat Bread,Brown Bread
54305,3/30/23,4:46:45 PM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
59564,4/6/23,4:46:45 PM,2,8,Coimbatore,5,38,Bread,Whole Wheat Bread,Brown Bread
59565,4/6/23,4:46:45 PM,1,8,Coimbatore,17,700,Cake,Chocolate Cream Cake,Choco Truffle(1 kg)
